Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Kamen Rider: Battride War Genesis,20,2016.0,0,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Corpse Party: Blood Covered - Repeated Fear,19,2010.0,1,7,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Star Wars: Republic Commando,13,2005.0,8,290,0.0,0.04,0.0,0.01,0.05,78.0,34.0,8.7,279.0,861,7
Kart Racer,26,2009.0,6,369,0.03,0.01,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1040,1
Chronicles of the Sword,15,1996.0,1,415,0.03,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
The Lost Vikings,6,2003.0,5,21,0.04,0.01,0.0,0.0,0.05,75.0,16.0,9.1,15.0,898,1
Keiba Eight Special,23,1993.0,10,334,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Harukanaru Toki no Naka de 3,16,2004.0,1,503,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,7,2005.0,4,201,0.04,0.01,0.0,0.0,0.05,58.0,6.0,7.8,4.0,666,2
Sherlock Holmes: Crimes & Punishments,13,2014.0,1,161,0.0,0.05,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Reel Fishing: The Great Outdoors,19,2006.0,10,350,0.05,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,987,1
Guild 01,2,2012.0,0,283,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Tour de France 2011,28,2008.0,6,161,0.0,0.04,0.0,0.01,0.05,46.0,7.0,7.6,5.0,352,1
Durarara!! 3-way Standoff,19,2010.0,1,14,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Ty the Tasmanian Tiger 3: Night of the Quinkan,6,2005.0,0,569,0.04,0.01,0.0,0.0,0.05,73.0,6.0,7.8,4.0,821,2
Tokimeki Memorial Girl's Side 2nd Kiss,16,2006.0,1,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,19,2010.0,7,464,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Hokuto no Ken,16,2007.0,2,448,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Plants vs. Zombies,13,2009.0,11,409,0.0,0.04,0.0,0.01,0.05,87.0,41.0,8.9,891.0,1131,2
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),4,2006.0,3,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Secret Files: Tunguska,4,2008.0,1,121,0.04,0.01,0.0,0.0,0.05,71.0,6.0,7.6,5.0,1,7
George of the Jungle and the Search for the Secret,4,2008.0,4,235,0.05,0.0,0.0,0.0,0.05,44.0,4.0,7.8,4.0,331,1
Stretch Panic,16,2001.0,4,326,0.02,0.02,0.0,0.01,0.05,65.0,14.0,7.8,4.0,1512,7
Hotel for Dogs,26,2009.0,9,6,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,27,1
Microsoft Flight Simulator X Acceleration Expansion Pack,13,2007.0,9,325,0.0,0.04,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1539,1
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,2,2013.0,7,467,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Blazing Souls: Accelate,19,2009.0,7,233,0.04,0.0,0.01,0.0,0.05,70.0,4.0,7.8,17.0,1003,7
PQ2: Practical Intelligence Quotient,19,2006.0,5,110,0.04,0.0,0.0,0.0,0.05,74.0,19.0,7.8,6.0,1042,1
Baku Baku,21,1995.0,5,448,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Sword Art Online: Game Director's Edition,18,2015.0,7,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
SD Gundam: Over Galaxian,15,1996.0,8,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Metroid Prime: Federation Force,2,2016.0,0,361,0.02,0.01,0.01,0.0,0.05,64.0,56.0,5.1,219.0,1011,7
Rogue Ops,7,2003.0,0,271,0.04,0.01,0.0,0.0,0.05,65.0,21.0,7.8,4.0,201,5
Smart Kid's Party Fun Pak,4,2008.0,3,526,0.05,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Dream Salon,26,2009.0,3,570,0.05,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1672,1
BeatMania IIDX 3rd Style,16,2000.0,9,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Natural Doctrine,17,2014.0,7,364,0.03,0.01,0.01,0.01,0.05,70.0,4.0,8.1,17.0,791,5
DiRT 2,13,2009.0,6,91,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,352.0,305,7
Payday 2,13,2013.0,8,6,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.4,3558.0,1073,5
Hummer Badlands,16,2006.0,6,201,0.02,0.02,0.0,0.01,0.05,48.0,4.0,7.8,4.0,504,1
Woody Woodpecker: Escape from Buzz Buzzard Park,16,2001.0,4,129,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0,458,1
Ghostbusters (2016),30,2016.0,0,21,0.04,0.0,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1539,1
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",16,2007.0,1,6,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Furu Furu Park,26,2007.0,3,494,0.05,0.0,0.0,0.0,0.05,43.0,16.0,4.8,5.0,1436,2
Hatsune Miku: Project Diva X,18,2016.0,3,448,0.02,0.0,0.02,0.0,0.05,78.0,22.0,7.4,41.0,1289,7
Alter Echo,29,2003.0,8,491,0.04,0.01,0.0,0.0,0.05,62.0,24.0,7.8,4.0,1072,7
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,4,2008.0,3,64,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
BeatMania IIDX 4th Style: New Songs Collection,16,2001.0,9,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
G1 Grand Prix,2,2012.0,0,194,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Resident Evil 4 HD,18,2016.0,8,85,0.04,0.0,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1539,1
Impossible Mission,19,2007.0,4,485,0.0,0.04,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1539,1
Around the World in 80 Days,6,2004.0,0,224,0.03,0.01,0.0,0.0,0.05,40.0,9.0,7.8,4.0,1269,1
Houkago Shounen,4,2008.0,3,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Fishdom,4,2011.0,5,53,0.05,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1124,1
Classic Dungeon X2,19,2011.0,7,364,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Whirl Tour,7,2002.0,10,548,0.04,0.01,0.0,0.0,0.05,61.0,10.0,9,4.0,1089,1
Pinball Tycoon,6,2002.0,3,235,0.03,0.01,0.0,0.0,0.05,70.0,4.0,7.8,4.0,707,1
Grand Ages: Medieval,13,2015.0,11,267,0.0,0.05,0.0,0.0,0.05,63.0,11.0,5.4,52.0,594,7
Major League Baseball 2K11,16,2011.0,10,497,0.02,0.02,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1606,1
Cartoon Network Block Party,6,2004.0,3,298,0.03,0.01,0.0,0.0,0.05,52.0,4.0,7.8,4.0,1059,1
Power Spike Pro Beach Volleyball,15,2000.0,10,244,0.03,0.02,0.0,0.0,0.05,48.0,10.0,7.8,4.0,273,1
White Album: Tsuzurareru Fuyu no Omoide,17,2010.0,1,37,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Harukanaru Toki no Naka de: Yumenoukihashi,4,2008.0,1,503,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,15,1998.0,3,180,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
SD Gundam: Scad Hammers,26,2006.0,11,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Spitfire Heroes: Tales of the Royal Air Force,4,2008.0,9,123,0.05,0.0,0.0,0.0,0.05,49.0,10.0,7.8,4.0,188,2
Super Bust-A-Move,6,2001.0,5,528,0.03,0.01,0.0,0.0,0.05,77.0,9.0,7.8,4.0,1435,1
Saints Row: Gat out of Hell,18,2015.0,0,121,0.0,0.04,0.0,0.01,0.05,64.0,45.0,5.7,98.0,1615,5
ZooCube,6,2002.0,5,17,0.03,0.01,0.0,0.0,0.05,71.0,11.0,7.8,4.0,1153,1
Stunt GP,16,2001.0,6,512,0.02,0.02,0.0,0.01,0.05,49.0,8.0,8.1,9.0,1451,1
D.Gray-man: Kami no Shitotachi,4,2007.0,1,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Strikers 1945,21,1996.0,8,55,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
NBA 2K,3,1999.0,10,448,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Super Jinsei Game 2,23,1995.0,3,495,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
World Series of Poker,7,2005.0,3,23,0.04,0.01,0.0,0.0,0.05,44.0,5.0,7.8,4.0,47,2
Jikkyou Oshaberi Parodius,23,1995.0,8,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Plants vs. Zombies: Garden Warfare 2,13,2016.0,8,139,0.0,0.04,0.0,0.0,0.05,82.0,6.0,7.5,44.0,1131,2
J-League Winning Eleven 2010: Club Championship,16,2010.0,10,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Johnny Bazookatone,15,1995.0,4,524,0.03,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Reign of Fire,6,2002.0,8,60,0.03,0.01,0.0,0.0,0.05,61.0,9.0,7.8,4.0,333,7
Koihime Musou,16,2008.0,1,565,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Nicktoons: Attack of the Toybots,4,2007.0,4,491,0.04,0.0,0.0,0.0,0.05,54.0,4.0,7.8,4.0,987,1
Singularity,13,2010.0,8,305,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.7,326.0,1176,5
NASCAR Heat Evolution,18,2016.0,6,131,0.04,0.0,0.0,0.01,0.05,66.0,8.0,3.8,18.0,428,1
Cartoon Network Racing,4,2006.0,0,183,0.04,0.0,0.0,0.0,0.05,55.0,13.0,7.8,4.0,531,1
Ms Saga: A New Dawn,16,2005.0,7,349,0.02,0.02,0.0,0.01,0.05,65.0,27.0,8.6,15.0,155,2
Kekkon Zenya,21,1995.0,1,451,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Child of Light,18,2014.0,7,528,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8,451.0,1547,2
Finny the Fish & the Seven Waters,16,2004.0,10,458,0.02,0.02,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1539,1
The Grim Adventures of Billy & Mandy,26,2006.0,0,327,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Barnyard,6,2006.0,0,491,0.03,0.01,0.0,0.0,0.05,56.0,8.0,7.8,4.0,642,1
Next Generation of Chaos,16,2002.0,7,233,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
GrimGrimoire,16,2007.0,11,503,0.01,0.01,0.03,0.0,0.05,79.0,39.0,7.9,17.0,1583,2
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,4,2008.0,3,496,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Rock of the Dead,17,2010.0,8,99,0.04,0.0,0.0,0.01,0.05,45.0,7.0,7.8,4.0,496,7
TNA iMPACT: Cross the Line,4,2010.0,2,463,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1128,7
Deadliest Catch: Alaskan Storm,28,2008.0,10,351,0.04,0.0,0.0,0.0,0.05,56.0,14.0,5.9,15.0,852,7
Golden Axe: The Duel,21,1994.0,2,448,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
J-League '96 Dream Stadium,23,1996.0,10,227,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Capcom vs. SNK: Millennium Fight 2000 Pro,3,2001.0,2,85,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Crime Life: Gang Wars,29,2005.0,0,277,0.04,0.01,0.0,0.0,0.05,30.0,19.0,3.4,9.0,677,5
Tokimeki Memorial: Girls Side 1st Love,4,2007.0,1,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Rugby 2005,29,2005.0,10,139,0.04,0.01,0.0,0.0,0.05,75.0,20.0,7.7,11.0,640,1
"Warhammer 40,000: Dawn of War",13,2004.0,11,491,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.8,295.0,1204,5
Taito Legends,29,2005.0,3,143,0.04,0.01,0.0,0.0,0.05,74.0,16.0,7.8,4.0,482,7
Rock 'N Roll Racing,6,2003.0,6,21,0.03,0.01,0.0,0.0,0.05,80.0,12.0,9.4,5.0,898,1
Reader Rabbit 2nd Grade,26,2008.0,3,533,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,622,1
Silhouette Mirage,15,1998.0,4,134,0.03,0.02,0.0,0.0,0.05,69.0,8.0,7.5,4.0,1512,1
Dynasty Warriors Vol. 2,19,2006.0,0,503,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,1054,7
Freelancer,13,2003.0,9,325,0.02,0.02,0.0,0.01,0.05,85.0,39.0,9,185.0,395,7
Treasure Report: Kikai Jikake no Isan,4,2011.0,1,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Growlanser VI: Precarious World,16,2007.0,7,55,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Block Kuzushi,23,1995.0,5,412,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
LEGO Indiana Jones 2: The Adventure Continues,13,2009.0,0,21,0.02,0.03,0.0,0.01,0.05,66.0,13.0,8,19.0,1511,2
American Bass Challenge,6,2001.0,10,471,0.03,0.01,0.0,0.0,0.05,69.0,5.0,7.8,4.0,1376,1
American Chopper 2: Full Throttle,7,2005.0,6,21,0.04,0.01,0.0,0.0,0.05,54.0,4.0,7.8,4.0,335,7
Ultimate Ghosts 'n Goblins (JP sales),19,2006.0,4,85,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Rugby 06,16,2006.0,10,139,0.02,0.02,0.0,0.01,0.05,70.0,6.0,7.8,27.0,431,1
Fatal Frame II: Crimson Butterfly Director's Cut,29,2004.0,0,325,0.04,0.01,0.0,0.0,0.05,84.0,37.0,8.3,16.0,1460,5
2002 FIFA World Cup,7,2002.0,10,139,0.04,0.01,0.0,0.0,0.05,78.0,9.0,7.7,6.0,449,1
The Lord of the Rings: The Battle for Middle-Earth II,28,2006.0,11,139,0.0,0.04,0.0,0.0,0.05,79.0,50.0,7.5,83.0,441,7
LEGO The Hobbit,13,2014.0,0,552,0.0,0.05,0.0,0.0,0.05,68.0,6.0,7.8,4.0,1432,2
Need for Speed Carbon,13,2006.0,6,139,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.2,249.0,204,2
Colin McRae Rally 2005,29,2004.0,6,91,0.04,0.01,0.0,0.0,0.05,83.0,35.0,7.5,6.0,305,1
Venus & Braves: Majo to Megami to Horobi no Yogen,19,2011.0,7,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Zoop,15,1995.0,5,315,0.03,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Saiyuki: Journey West,15,1999.0,11,503,0.03,0.02,0.0,0.0,0.05,73.0,9.0,7.1,9.0,807,1
Powerful Golf,4,2011.0,10,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Rock Band Country Track Pack 2,28,2011.0,3,294,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,477,2
Detective Conan: Marionette Symphony,2,2013.0,1,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Utawarerumono: Itsuwari no Kamen,17,2015.0,1,37,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
American Chopper 2: Full Throttle,29,2005.0,6,569,0.04,0.01,0.0,0.0,0.05,70.0,4.0,7.8,4.0,335,7
Amnesia Crowd,19,2013.0,3,233,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,16,2008.0,3,213,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Monster Hunter Frontier Online,17,2008.0,7,139,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
MTX Mototrax,19,2006.0,6,21,0.04,0.0,0.0,0.0,0.05,67.0,8.0,7.8,4.0,840,1
VR Soccer '96,15,1996.0,10,206,0.03,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Ribbit King,7,2003.0,10,53,0.04,0.01,0.0,0.0,0.05,60.0,11.0,7.8,4.0,155,1
Diabolik Lovers,19,2012.0,1,233,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,4,2008.0,0,277,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Summoner: A Goddess Reborn,7,2003.0,7,491,0.04,0.01,0.0,0.0,0.05,72.0,19.0,7.8,4.0,330,7
Pirates vs Ninja Dodgeball,26,2009.0,10,463,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Secret Service,28,2008.0,0,23,0.04,0.0,0.0,0.0,0.05,70.0,4.0,5.5,8.0,1489,7
Noddy in Toyland,4,2011.0,3,177,0.0,0.04,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Empire Earth,13,2001.0,11,548,0.0,0.04,0.0,0.01,0.05,81.0,23.0,8.2,126.0,1373,7
Yu-Gi-Oh! World Championship 2007,4,2007.0,11,277,0.0,0.01,0.04,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
DuckTales: Remastered,17,2013.0,0,85,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,135.0,1628,1
E.X. Troopers,17,2012.0,8,85,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Worms Reloaded,13,2010.0,11,500,0.0,0.04,0.0,0.01,0.05,79.0,28.0,6.8,185.0,1451,2
Kiniro no Corda 2 Encore,16,2007.0,7,503,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
M&M's Adventure,4,2008.0,1,569,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
ESPN Great Outdoor Games Bass 2002,6,2001.0,10,277,0.03,0.01,0.0,0.0,0.05,57.0,7.0,7.8,4.0,787,1
Soul Eater: Plot of Medusa,4,2008.0,0,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
StarCraft,13,1998.0,11,21,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.1,813.0,217,7
Gaist Crusher,2,2013.0,0,85,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
World Championship Pool 2004,16,2004.0,10,257,0.02,0.02,0.0,0.01,0.05,60.0,4.0,6.7,6.0,212,1
Punch King,6,2002.0,2,17,0.03,0.01,0.0,0.0,0.05,58.0,10.0,7.8,4.0,559,1
V-Rally 3,6,2002.0,6,53,0.03,0.01,0.0,0.0,0.05,82.0,7.0,7.8,4.0,1588,1
B-Boy,19,2006.0,3,458,0.04,0.0,0.0,0.0,0.05,50.0,11.0,7.8,6.0,546,7
Kakuto Chojin,29,2002.0,2,325,0.04,0.01,0.0,0.0,0.05,46.0,26.0,7.2,17.0,423,7
Beyond Oasis,8,1993.0,7,448,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Robotech: Invasion,29,2004.0,8,201,0.04,0.01,0.0,0.0,0.05,59.0,41.0,7.8,4.0,1593,7
Rain (2013),17,2013.0,1,458,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Wii de Asobu Chibi-Robo!,26,2009.0,1,361,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Need for Speed Underground,13,2003.0,6,139,0.0,0.04,0.0,0.01,0.05,82.0,24.0,8.3,307.0,204,1
Jewel Quest Mysteries,4,2009.0,5,51,0.03,0.01,0.0,0.0,0.05,70.0,4.0,7.8,4.0,47,1
Tokyo Ghoul: Jail,20,2015.0,6,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
To Heart 2 DX Plus,17,2011.0,1,37,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Romance of the Three Kingdoms VI: Awakening of the Dragon,15,1998.0,11,503,0.03,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,19,2011.0,1,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Frogger: Ancient Shadow,7,2005.0,4,277,0.04,0.01,0.0,0.0,0.05,54.0,9.0,7.8,4.0,681,1
Naruto: Uzumaki Chronicles 2 (JP sales),16,2006.0,0,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Moon,4,2009.0,1,306,0.04,0.0,0.0,0.0,0.05,71.0,45.0,7.4,21.0,1207,7
Snoopy vs the Red Baron,19,2006.0,1,349,0.04,0.0,0.0,0.0,0.05,76.0,7.0,7.8,4.0,1331,2
Pet Vet: Down Under,4,2009.0,9,121,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,243,1
Virtua Tennis 3,19,2007.0,10,448,0.02,0.02,0.0,0.01,0.05,79.0,17.0,7.7,13.0,1397,1
Raze's Hell,29,2005.0,8,298,0.04,0.01,0.0,0.0,0.05,71.0,37.0,8.1,8.0,106,5
Far Cry,13,2004.0,8,528,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,724.0,346,5
Gem Smashers,26,2011.0,4,101,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,544,1
Shin Megami Tensei NINE,29,2002.0,7,55,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Magic Carpet,15,1995.0,8,139,0.03,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Adventure Time: Explore the Dungeon Because I Don't Know!,17,2013.0,0,110,0.02,0.01,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1539,1
Hoshigami: Ruining Blue Earth,15,2001.0,7,308,0.03,0.02,0.0,0.0,0.05,62.0,9.0,8.7,26.0,906,1
GunPey DS,4,2006.0,5,53,0.04,0.0,0.0,0.0,0.05,70.0,24.0,7.8,4.0,1156,1
Cabela's African Safari,19,2006.0,10,23,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,517,7
Test Drive: Ferrari Legends,28,2012.0,6,53,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Sushi Go-Round,26,2010.0,9,52,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1348,1
NightCaster II: Equinox,29,2002.0,0,257,0.03,0.01,0.0,0.0,0.05,46.0,12.0,7,4.0,765,7
Shin Hayarigami,20,2014.0,1,364,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,4,2008.0,7,467,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Arslan: The Warriors of Legend,17,2015.0,0,503,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1054,7
SD Gundam G Generation World,26,2011.0,11,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Ship Simulator Extremes,13,2010.0,9,392,0.0,0.04,0.0,0.01,0.05,49.0,5.0,6.2,27.0,1575,1
Winter Sports 2011,17,2011.0,10,113,0.0,0.04,0.0,0.01,0.05,70.0,4.0,7.8,4.0,368,1
Time Crisis: Project Titan,15,2001.0,8,349,0.03,0.02,0.0,0.0,0.05,71.0,13.0,6.7,6.0,540,7
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,4,2011.0,0,349,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Crusader: No Remorse,15,1996.0,1,139,0.03,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Billy the Wizard: Rocket Broomstick Racing,26,2007.0,6,320,0.04,0.0,0.0,0.0,0.05,70.0,4.0,0.3,4.0,373,1
Ys: The Ark of Napishtim,19,2006.0,7,277,0.04,0.0,0.0,0.0,0.05,64.0,29.0,7.3,13.0,818,2
Black & Bruised,7,2003.0,2,548,0.04,0.01,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Winter Sports 3: The Great Tournament,26,2010.0,10,518,0.02,0.02,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Pro Evolution Soccer 2017,30,2016.0,10,277,0.01,0.03,0.0,0.0,0.05,87.0,12.0,6.1,84.0,815,1
FIFA Soccer 10,13,2009.0,10,139,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,449,1
Jewel Quest 5: The Sleepless Star,13,2011.0,0,51,0.02,0.02,0.0,0.01,0.05,70.0,4.0,7.8,4.0,1539,1
World Series of Poker: Tournament of Champions 2007 Edition,26,2006.0,3,21,0.04,0.0,0.0,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Tom Clancy's Rainbow Six: Lockdown,7,2005.0,8,528,0.04,0.01,0.0,0.0,0.05,72.0,8.0,7.8,5.0,1195,5
Yoru no Nai Kuni,17,2015.0,7,503,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
Full Spectrum Warrior: Ten Hammers,29,2006.0,11,491,0.03,0.01,0.0,0.0,0.05,69.0,27.0,7.8,4.0,1085,5
Puyo Puyo Tetris,20,2014.0,5,448,0.0,0.0,0.05,0.0,0.05,70.0,4.0,7.8,4.0,1539,1
The Sims,13,2000.0,9,139,0.01,0.03,0.0,0.01,0.05,92.0,38.0,7.9,451.0,909,7
